48.87133,2.34351
48.92317699,2.286059102
48.84019224,2.379477257
48.84391524,2.37288977
48.8269104,2.3661972
48.8731477,2.3295277
48.8622381,2.345496
48.90125191,2.21599944
48.88722206,2.170623205
48.75482749,2.300865071
48.798366,2.327766
48.78005094,2.312162626
48.8205877,2.3390071
48.725109,2.2606361
48.70286868,2.070600215
48.86754,2.31331
48.90717445,2.449266696
48.86419501,2.287847339
48.91261,2.33439
48.90385,2.32021
48.84436,2.37291
48.86849697,2.782259731
48.83510877,2.471683916
48.8153713,2.3408362
48.87445278,2.296325809
48.78730304,2.367410152
48.93074305,2.283951123
48.8656737,2.3344599
48.88761,2.31417
48.89504627,2.195609521
48.8979364,2.0948768
48.6981859,2.1367431
48.80784405,2.333022807
48.76262,2.30433
48.80963,2.31776
48.77999,2.45996
48.82978526,2.377603799
48.83346,2.38607
48.80357,2.3174
48.87552857,2.324120111
48.85079576,2.345030888
48.89467,2.31414
48.86699923,2.32113887
48.87346419,2.296381088
48.86995656,2.325347647
48.85829103,2.348328184
48.8740658,2.2951493
48.85885728,2.347769857
48.89182675,2.237992043
48.8971999,2.222709
48.84848034,2.39676521
48.84078,2.54804
48.8332144,2.3333365
48.84082,2.55154
48.78036418,2.281698224
48.80641961,2.472045051
48.85549705,2.773608433
48.85361,2.51357
48.84731,2.43286
48.78730304,2.367410152
